"Repeat(Date)","Algae","Treatment","Well_ID","Larvae","Number of Symbionts"
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",31,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",32,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",33,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",34,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",35,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",36,5
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",37,4
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",38,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",39,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",40,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",41,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",42,4
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",43,2
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",44,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",45,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",46,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",47,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",48,2
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",49,2
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",50,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",51,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",52,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",53,4
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",54,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",55,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",56,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",57,4
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",58,5
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",59,4
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",60,2
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",61,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",62,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",63,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",64,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",65,2
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",66,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",67,4
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",68,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",69,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",70,5
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",71,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",72,4
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",73,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",74,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",75,1
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",76,5
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",77,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",78,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",79,3
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",80,8
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",81,2
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",82,9
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",83,1
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",84,2
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",85,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",86,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",87,8
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",88,2
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",89,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",90,3
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",91,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",92,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",93,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",94,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",95,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",96,6
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",97,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",98,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",99,0
"2019-03-27T00:00","SSB01","control","S_c_2019-03-27",100,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",1,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",2,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",3,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",4,6
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",5,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",6,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",7,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",8,3
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",9,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",10,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",11,9
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",12,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",13,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",14,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",15,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",16,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",17,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",18,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",19,5
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",20,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",21,6
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",22,3
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",23,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",24,8
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",25,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",26,4
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",27,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",28,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",29,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",30,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",31,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",32,4
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",33,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",34,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",35,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",36,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",37,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",38,5
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",39,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",40,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",41,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",42,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",43,8
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",44,5
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",45,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",46,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",47,5
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",48,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",49,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",50,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",51,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",52,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",53,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",54,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",55,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",56,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",57,14
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",58,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",59,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",60,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",61,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",62,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",63,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",64,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",65,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",66,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",67,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",68,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",69,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",70,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",71,6
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",72,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",73,8
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",74,6
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",75,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",76,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",77,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",78,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",79,1
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",80,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",81,11
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",82,10
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",83,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",84,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",85,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",86,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",87,4
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",88,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",89,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",90,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",91,19
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",92,2
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",93,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",94,4
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",95,3
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",96,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",97,6
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",98,0
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",99,3
"2019-03-28T00:00","SSB01","control","S_c_2019-03-28",100,4
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",1,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",2,4
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",3,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",4,8
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",5,6
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",6,6
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",7,5
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",8,4
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",9,2
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",10,4
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",11,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",12,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",13,4
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",14,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",15,7
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",16,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",17,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",18,4
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",19,3
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",20,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",21,2
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",22,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",23,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",24,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",25,15
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",26,4
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",27,4
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",28,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",29,9
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",30,1
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",31,8
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",32,12
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",33,5
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",34,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",35,24
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",36,10
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",37,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",38,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",39,4
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",40,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",41,9
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",42,10
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",43,9
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",44,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",45,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",46,38
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",47,12
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",48,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",49,1
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",50,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",51,1
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",52,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",53,2
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",54,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",55,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",56,8
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",57,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",58,11
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",59,2
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",60,6
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",61,5
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",62,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",63,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",64,6
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",65,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",66,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",67,7
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",68,11
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",69,11
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",70,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",71,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",72,9
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",73,8
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",74,6
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",75,6
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",76,1
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",77,17
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",78,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",79,2
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",80,4
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",81,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",82,8
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",83,20
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",84,2
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",85,3
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",86,9
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",87,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",88,3
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",89,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",90,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",91,6
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",92,2
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",93,12
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",94,31
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",95,4
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",96,21
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",97,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",98,18
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",99,0
"2019-03-20T00:00","SSB01","control","S_c_2019-03-20",100,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",1,4
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",2,4
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",3,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",4,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",5,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",6,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",7,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",8,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",9,4
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",10,4
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",11,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",12,13
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",13,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",14,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",15,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",16,1
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",17,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",18,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",19,17
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",20,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",21,5
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",22,7
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",23,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",24,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",25,5
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",26,5
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",27,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",28,14
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",29,18
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",30,21
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",31,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",32,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",33,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",34,4
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",35,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",36,10
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",37,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",38,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",39,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",40,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",41,11
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",42,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",43,4
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",44,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",45,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",46,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",47,1
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",48,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",49,11
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",50,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",51,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",52,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",53,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",54,8
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",55,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",56,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",57,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",58,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",59,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",60,5
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",61,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",62,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",63,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",64,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",65,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",66,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",67,17
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",68,8
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",69,8
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",70,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",71,9
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",72,9
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",73,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",74,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",75,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",76,6
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",77,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",78,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",79,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",80,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",81,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",82,8
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",83,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",84,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",85,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",86,4
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",87,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",88,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",89,5
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",90,11
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",91,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",92,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",93,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",94,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",95,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",96,3
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",97,2
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",98,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",99,0
"2019-03-21T00:00","SSB01","control","S_c_2019-03-21",100,0
"2019-03-02T00:00","SSB01","control","S_c_2019-03-02",1,2
"2019-03-02T00:00","SSB01","control","S_c_2019-03-02",2,4
"2019-03-02T00:00","SSB01","control","S_c_2019-03-02",3,0
"2019-03-02T00:00","SSB01","control","S_c_2019-03-02",4,0
"2019-03-02T00:00","SSB01","control","S_c_2019-03-02",5,0
"2019-03-02T00:00","SSB01","control","S_c_2019-03-02",6,5
"2019-03-02T00:00","SSB01","control","S_c_2019-03-02",7,4
"2019-03-02T00:00","SSB01","control","S_c_2019-03-02",8,1
"2019-03-02T00:00","SSB01","control","S_c_2019-03-02",9,7
