"Col0","V1"
"epa:110240116","ko:K19025"
"epa:110240115","ko:K14311"
"epa:110240119","ko:K13649"
"epa:110240122","ko:K00873"
"epa:110240123","ko:K13649"
"epa:110240127","ko:K01230"
"epa:110240129","ko:K11163"
"epa:110240131","ko:K10636"
"epa:110240133","ko:K00814"
"epa:110240138","ko:K01057"
"epa:110240139","ko:K12194"
"epa:110240137","ko:K01897"
"epa:110240141","ko:K12668"
"epa:110241078","ko:K15289"
"epa:110241079","ko:K11423"
"epa:110241076","ko:K20176"
"epa:110241082","ko:K11514"
"epa:110241083","ko:K05769"
"epa:110241084","ko:K13710"
"epa:110241085","ko:K06269"
"epa:110241087","ko:K17512"
"epa:110241088","ko:K15044"
"epa:110241090","ko:K13963"
"epa:110241092","ko:K09584"
"epa:110241093","ko:K13963"
"epa:110241095","ko:K16530"
"epa:110241096","ko:K12620"
"epa:110241094","ko:K18203"
"epa:110241098","ko:K06072"
"epa:110241099","ko:K08211"
"epa:110241101","ko:K00744"
"epa:110241103","ko:K11182"
"epa:110241107","ko:K02131"
"epa:110241109","ko:K00237"
"epa:110241112","ko:K14165"
"epa:110241113","ko:K00750"
"epa:110241117","ko:K02678"
"epa:110241119","ko:K05747"
"epa:110241120","ko:K05747"
"epa:110241123","ko:K06171"
"epa:110241125","ko:K09339"
"epa:110241126","ko:K16687"
"epa:110241127","ko:K18201"
"epa:110241124","ko:K19730"
"epa:110241131","ko:K09656"
"epa:110241132","ko:K00901"
"epa:110235660","ko:K08658"
"epa:110236157","ko:K10885"
"epa:110236162","ko:K02937"
"epa:110236164","ko:K14555"
"epa:110236165","ko:K11579"
"epa:110236173","ko:K05673"
"epa:110236174","ko:K08793"
"epa:110236178","ko:K01262"
"epa:110236181","ko:K10728"
"epa:110236184","ko:K16732"
"epa:110236185","ko:K17582"
"epa:110236192","ko:K08492"
"epa:110236193","ko:K09341"
"epa:110236197","ko:K01807"
"epa:110236198","ko:K20411"
"epa:110236204","ko:K21841"
"epa:110236206","ko:K04968"
"epa:110236209","ko:K01262"
"epa:110236214","ko:K18405"
"epa:110237148","ko:K00572"
"epa:110237150","ko:K00408"
"epa:110237152","ko:K19464"
"epa:110237157","ko:K17268"
"epa:110237160","ko:K00235"
"epa:110237172","ko:K00408"
"epa:110237173","ko:K05643"
"epa:110237177","ko:K02895"
"epa:110237176","ko:K18398"
"epa:110237180","ko:K17401"
"epa:110237153","ko:K08171"
"epa:110237188","ko:K02599"
"epa:110237189","ko:K02599"
"epa:110237191","ko:K07440"
"epa:110237192","ko:K10365"
"epa:110237193","ko:K21770"
"epa:110242036","ko:K12185"
"epa:110242038","ko:K18667"
"epa:110242039","ko:K00864"
"epa:110242041","ko:K01832"
"epa:110242043","ko:K04628"
"epa:110242045","ko:K03259"
"epa:110242047","ko:K03174"
"epa:110242054","ko:K20704"
"epa:110242057","ko:K02583"
"epa:110242061","ko:K04256"
"epa:110242060","ko:K05759"
"epa:110242062","ko:K04949"
"epa:110242063","ko:K12179"
"epa:110242064","ko:K00901"
"epa:110242067","ko:K08632"
"epa:110242069","ko:K01070"
"epa:110242070","ko:K12474"
"epa:110242068","ko:K18269"
"epa:110242074","ko:K02927"
"epa:110242075","ko:K10284"
"epa:110242077","ko:K11501"
"epa:110242078","ko:K16687"
"epa:110242079","ko:K13338"
"epa:110242084","ko:K11131"
"epa:110242089","ko:K08343"
"epa:110242087","ko:K14523"
"epa:110242092","ko:K20303"
"epa:110243030","ko:K00408"
"epa:110243034","ko:K15333"
"epa:110243035","ko:K19933"
"epa:110243036","ko:K09283"
"epa:110243037","ko:K02493"
"epa:110243038","ko:K09189"
"epa:110243045","ko:K17201"
"epa:110243046","ko:K11247"
"epa:110243047","ko:K03937"
"epa:110243051","ko:K12625"
"epa:110243053","ko:K09097"
"epa:110243055","ko:K15187"
"epa:110243058","ko:K02991"
"epa:110243061","ko:K09495"
"epa:110243062","ko:K07611"
"epa:110243068","ko:K03768"
"epa:110243069","ko:K03768"
"epa:110243070","ko:K03768"
"epa:110243074","ko:K04352"
"epa:110243075","ko:K01441"
"epa:110243077","ko:K10594"
"epa:110243078","ko:K01204"
"epa:110243079","ko:K06847"
"epa:110243080","ko:K01204"
"epa:110243083","ko:K10393"
"epa:110243087","ko:K13750"
"epa:110243088","ko:K11986"
"epa:110243089","ko:K19907"
"epa:110243090","ko:K19907"
"epa:110243093","ko:K19904"
"epa:110244012","ko:K14696"
"epa:110244011","ko:K14676"
"epa:110244015","ko:K05673"
"epa:110244019","ko:K08857"
"epa:110244034","ko:K18626"
"epa:110244036","ko:K00816"
"epa:110244037","ko:K04240"
"epa:110244042","ko:K12040"
"epa:110244039","ko:K19801"
"epa:110244053","ko:K03872"
"epa:110244057","ko:K20478"
"epa:110245017","ko:K16353"
"epa:110245020","ko:K10265"
"epa:110245022","ko:K07441"
"epa:110245024","ko:K05641"
"epa:110245025","ko:K00546"
"epa:110245029","ko:K16353"
"epa:110245034","ko:K04892"
"epa:110245004","ko:K08291"
"epa:110245037","ko:K04891"
"epa:110245038","ko:K16816"
"epa:110245044","ko:K08964"
"epa:110245047","ko:K04892"
"epa:110245048","ko:K04892"
"epa:110245053","ko:K00547"
"epa:110245054","ko:K12968"
"epa:110245055","ko:K04887"
"epa:110245057","ko:K20778"
"epa:110245059","ko:K02159"
"epa:110245060","ko:K02902"
"epa:110245063","ko:K16816"
"epa:110245066","ko:K20792"
"epa:110245070","ko:K03142"
"epa:110245071","ko:K13617"
"epa:110245072","ko:K11418"
"epa:110245073","ko:K05312"
"epa:110246040","ko:K20478"
"epa:110246041","ko:K03006"
"epa:110246044","ko:K08621"
"epa:110246045","ko:K13143"
"epa:110246046","ko:K01283"
"epa:110246048","ko:K13173"
"epa:110246049","ko:K17574"
"epa:110246052","ko:K10408"
"epa:110246054","ko:K09680"
"epa:110246055","ko:K19583"
"epa:110246060","ko:K09452"
"epa:110246062","ko:K19755"
"epa:110246065","ko:K15179"
"epa:110246066","ko:K21917"
"epa:110246069","ko:K12041"
"epa:110246074","ko:K00522"
"epa:110246078","ko:K20793"
"epa:110246079","ko:K13443"
"epa:110246077","ko:K05181"
"epa:110246082","ko:K02966"
"epa:110246083","ko:K00231"
"epa:110246085","ko:K13188"
"epa:110246086","ko:K00416"
"epa:110246090","ko:K17498"
"epa:110246093","ko:K16795"
"epa:110247048","ko:K00036"
"epa:110247053","ko:K06063"
"epa:110247054","ko:K01952"
"epa:110247055","ko:K14650"
"epa:110247056","ko:K10889"
"epa:110247057","ko:K05863"
"epa:110247059","ko:K00274"
"epa:110247060","ko:K01875"
"epa:110247061","ko:K07213"
"epa:110247062","ko:K21954"
"epa:110247064","ko:K17405"
"epa:110247065","ko:K13696"
"epa:110247067","ko:K21882"
"epa:110247069","ko:K10270"
"epa:110247070","ko:K00819"
"epa:110247075","ko:K07752"
"epa:110247078","ko:K00573"
"epa:110247081","ko:K08681"
"epa:110247083","ko:K16942"
"epa:110247087","ko:K06215"
"epa:110247088","ko:K03505"
"epa:110247090","ko:K11666"
"epa:110247091","ko:K15286"
"epa:110247096","ko:K13099"
"epa:110247098","ko:K19720"
"epa:110246769","ko:K10643"
"epa:110248043","ko:K05727"
"epa:110248045","ko:K16480"
"epa:110248060","ko:K01530"
"epa:110248069","ko:K17307"
"epa:110248078","ko:K12460"
"epa:110248079","ko:K18757"
"epa:110248080","ko:K12319"
"epa:110248081","ko:K19671"
"epa:110247762","ko:K20283"
"epa:110248082","ko:K11842"
"epa:110248085","ko:K12319"
"epa:110248086","ko:K10294"
"epa:110248097","ko:K11972"
"epa:110248098","ko:K04097"
"epa:110248101","ko:K05202"
"epa:110248102","ko:K22066"
"epa:110248100","ko:K12572"
"epa:110248103","ko:K04314"
"epa:110249032","ko:K22138"
"epa:110249039","ko:K20164"
"epa:110249040","ko:K18189"
"epa:110249041","ko:K04977"
"epa:110249042","ko:K13907"
"epa:110249047","ko:K19680"
"epa:110249048","ko:K14816"
"epa:110249051","ko:K14440"
"epa:110249055","ko:K10089"
"epa:110249053","ko:K04077"
"epa:110249056","ko:K17360"
"epa:110249065","ko:K17253"
"epa:110249075","ko:K08187"
"epa:110249073","ko:K04078"
"epa:110249082","ko:K21421"
"epa:110249081","ko:K13619"
"epa:110249088","ko:K06491"
"epa:110249090","ko:K00710"
"epa:110249091","ko:K00710"
"epa:110249093","ko:K13990"
"epa:110249095","ko:K06943"
"epa:110250062","ko:K05869"
"epa:110250067","ko:K03454"
"epa:110250033","ko:K04988"
"epa:110250068","ko:K05128"
"epa:110250069","ko:K16353"
"epa:110250071","ko:K04828"
"epa:110250074","ko:K09054"
"epa:110250076","ko:K09054"
"epa:110250077","ko:K19748"
"epa:110250075","ko:K16669"
"epa:110250079","ko:K11997"
"epa:110250081","ko:K04828"
"epa:110250084","ko:K17782"
"epa:110250090","ko:K20899"
"epa:110253520","ko:K10591"
"epa:110253522","ko:K15013"
"epa:110253524","ko:K05312"
"epa:110253528","ko:K11713"
"epa:110253530","ko:K04955"
"epa:110253538","ko:K04261"
"epa:110253542","ko:K16467"
"epa:110253543","ko:K03245"
"epa:110253546","ko:K10847"
"epa:110253547","ko:K01598"
"epa:110253548","ko:K11416"
"epa:110254479","ko:K11271"
"epa:110254480","ko:K14648"
"epa:110254487","ko:K15255"
"epa:110254489","ko:K03173"
"epa:110254493","ko:K02267"
"epa:110254496","ko:K03107"
"epa:110254503","ko:K01053"
"epa:110254505","ko:K10800"
"epa:110254506","ko:K06695"
"epa:110254509","ko:K19326"
"epa:110254510","ko:K04388"
"epa:110254516","ko:K08202"
"epa:110254527","ko:K04994"
"epa:110237194","ko:K19984"
"epa:110237206","ko:K06069"
"epa:110238169","ko:K02183"
"epa:110238173","ko:K11421"
"epa:110238175","ko:K19944"
"epa:110238176","ko:K09668"
"epa:110238180","ko:K20191"
"epa:110238177","ko:K13212"
"epa:110238181","ko:K14726"
"epa:110238185","ko:K11375"
"epa:110238190","ko:K08811"
"epa:110238192","ko:K14648"
"epa:110238198","ko:K07942"
"epa:110238201","ko:K21413"
"epa:110238199","ko:K02925"
"epa:110238205","ko:K03175"
"epa:110238206","ko:K04362"
"epa:110238207","ko:K20032"
"epa:110238209","ko:K08826"
"epa:110238211","ko:K10397"
"epa:110238213","ko:K11279"
"epa:110238214","ko:K08790"
"epa:110238216","ko:K21893"
"epa:110238215","ko:K11252"
"epa:110238219","ko:K18674"
"epa:110239151","ko:K17916"
"epa:110239155","ko:K04306"
"epa:110239158","ko:K01229"
"epa:110239163","ko:K04547"
"epa:110239164","ko:K07541"
"epa:110239165","ko:K13238"
"epa:110239167","ko:K12462"
"epa:110239168","ko:K09580"
"epa:110239172","ko:K04501"
"epa:110239174","ko:K12606"
"epa:110239175","ko:K02085"
"epa:110239177","ko:K00681"
"epa:110239179","ko:K10087"
"epa:110239180","ko:K05048"
"epa:110239184","ko:K15621"
"epa:110239188","ko:K01520"
"epa:110239192","ko:K20188"
"epa:110239195","ko:K05034"
"epa:110240147","ko:K10734"
"epa:110240148","ko:K01897"
"epa:110240153","ko:K16725"
"epa:110240156","ko:K03327"
"epa:110240159","ko:K00022"
"epa:110240166","ko:K00789"
"epa:110240167","ko:K00789"
"epa:110240168","ko:K06631"
"epa:110240169","ko:K00972"
"epa:110240134","ko:K22182"
"epa:110240171","ko:K18466"
"epa:110240172","ko:K19951"
"epa:110240170","ko:K18668"
"epa:110240173","ko:K17759"
"epa:110240174","ko:K11135"
"epa:110240175","ko:K11165"
"epa:110240176","ko:K10886"
"epa:110240181","ko:K17255"
"epa:110240182","ko:K00820"
"epa:110240180","ko:K09288"
"epa:110240194","ko:K01050"
"epa:110240192","ko:K09288"
"epa:110240198","ko:K01183"
"epa:110240199","ko:K19036"
"epa:110240200","ko:K01183"
"epa:110240201","ko:K01183"
"epa:110240202","ko:K19951"
"epa:110240204","ko:K17923"
"epa:110241136","ko:K19619"
"epa:110241146","ko:K08439"
"epa:110241148","ko:K03174"
"epa:110241149","ko:K03174"
"epa:110241153","ko:K00717"
"epa:110241159","ko:K20222"
"epa:110241157","ko:K02998"
"epa:110241164","ko:K10879"
"epa:110241165","ko:K00236"
"epa:110241166","ko:K11274"
"epa:110241167","ko:K16601"
"epa:110241170","ko:K12842"
"epa:110241171","ko:K05857"
"epa:110241178","ko:K17095"
"epa:110241185","ko:K09494"
"epa:110241186","ko:K12493"
"epa:110241188","ko:K19910"
"epa:110241192","ko:K17928"
"epa:110241194","ko:K21956"
"epa:110241196","ko:K14785"
"epa:110241163","ko:K13983"
"epa:110241198","ko:K07890"
"epa:110235662","ko:K11275"
"epa:110236219","ko:K14766"
"epa:110236222","ko:K15141"
"epa:110236228","ko:K06107"
"epa:110236230","ko:K20800"
"epa:110236233","ko:K02259"
"epa:110236235","ko:K01255"
"epa:110236241","ko:K11729"
"epa:110236242","ko:K11092"
"epa:110236244","ko:K05016"
"epa:110236246","ko:K15010"
"epa:110236249","ko:K13499"
"epa:110236250","ko:K15446"
"epa:110236258","ko:K06279"
"epa:110236259","ko:K19363"
"epa:110236260","ko:K13984"
"epa:110236263","ko:K19026"
"epa:110236264","ko:K15620"
"epa:110236265","ko:K03841"
"epa:110236262","ko:K17253"
"epa:110236267","ko:K17293"
"epa:110236268","ko:K17293"
"epa:110236269","ko:K02132"
"epa:110236274","ko:K04153"
"epa:110236277","ko:K02958"
"epa:110236278","ko:K14085"
"epa:110237208","ko:K11968"
"epa:110237209","ko:K17550"
"epa:110237210","ko:K03861"
"epa:110237212","ko:K11353"
"epa:110237215","ko:K05728"
"epa:110237213","ko:K20305"
"epa:110237217","ko:K08333"
"epa:110237220","ko:K14709"
"epa:110237223","ko:K22193"
"epa:110237225","ko:K14709"
"epa:110237227","ko:K10582"
"epa:110237228","ko:K10356"
"epa:110237229","ko:K21072"
"epa:110237234","ko:K05194"
"epa:110237230","ko:K02649"
"epa:110237241","ko:K15544"
"epa:110237243","ko:K20824"
"epa:110237244","ko:K16676"
"epa:110237249","ko:K19006"
"epa:110237255","ko:K04306"
"epa:110237254","ko:K01462"
"epa:110237259","ko:K07293"
"epa:110237260","ko:K10892"
"epa:110237268","ko:K17759"
"epa:110237269","ko:K01599"
"epa:110238223","ko:K10899"
"epa:110238227","ko:K20191"
"epa:110238228","ko:K16538"
"epa:110238226","ko:K11253"
"epa:110238234","ko:K13336"
"epa:110238233","ko:K11251"
"epa:110238237","ko:K10521"
"epa:110238238","ko:K18398"
"epa:110238242","ko:K11417"
"epa:110238253","ko:K17985"
"epa:110238256","ko:K17541"
"epa:110238265","ko:K02183"
"epa:110238267","ko:K06961"
"epa:110238270","ko:K15030"
"epa:110238272","ko:K02327"
"epa:110239208","ko:K17916"
"epa:110239211","ko:K08656"
"epa:110239216","ko:K01301"
"epa:110240203","ko:K15084"
"epa:110240213","ko:K02915"
"epa:110240223","ko:K13089"
"epa:110240225","ko:K15121"
"epa:110240224","ko:K05121"
"epa:110240228","ko:K18595"
"epa:110240229","ko:K19539"
"epa:110240230","ko:K16548"
"epa:110240232","ko:K00121"
"epa:110240239","ko:K20051"
