"Repeat(Date)","Algae","Treatment","Well_ID","Larvae","Number of Symbionts"
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",4,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",5,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",6,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",7,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",8,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",9,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",10,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",11,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",12,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",13,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",14,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",15,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",16,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",17,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",18,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",19,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",20,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",21,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",22,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",23,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",24,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",25,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",26,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",27,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",28,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",29,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",30,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",31,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",32,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",33,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",34,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",35,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",36,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",37,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",38,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",39,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",40,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",41,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",42,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",43,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",44,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",45,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",46,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",47,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",48,1
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",49,0
"2020-11-04T00:00","M. gaditana","CP","M_C_2020-11-04",50,1
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",1,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",2,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",3,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",4,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",5,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",6,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",7,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",8,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",9,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",10,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",11,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",12,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",13,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",14,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",15,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",16,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",17,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",18,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",19,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",20,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",21,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",22,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",23,1
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",24,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",25,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",26,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",27,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",28,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",29,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",30,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",31,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",32,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",33,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",34,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",35,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",36,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",37,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",38,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",39,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",40,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",41,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",42,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",43,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",44,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",45,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",46,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",47,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",48,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",49,0
"2020-11-04T00:00","N. oculata","CP","N_C_2020-11-04",50,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",1,1
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",2,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",3,1
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",4,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",5,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",6,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",7,1
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",8,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",9,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",10,1
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",11,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",12,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",13,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",14,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",15,6
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",16,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",17,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",18,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",19,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",20,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",21,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",22,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",23,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",24,1
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",25,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",26,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",27,1
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",28,2
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",29,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",30,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",31,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",32,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",33,2
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",34,1
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",35,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",36,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",37,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",38,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",39,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",40,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",41,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",42,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",43,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",44,1
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",45,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",46,1
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",47,1
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",48,0
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",49,1
"2020-11-04T00:00","C. velia","CP","C_C_2020-11-04",50,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",1,1
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",2,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",3,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",4,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",5,2
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",6,5
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",7,8
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",8,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",9,9
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",10,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",11,3
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",12,4
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",13,7
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",14,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",15,4
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",16,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",17,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",18,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",19,1
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",20,3
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",21,1
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",22,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",23,3
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",24,1
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",25,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",26,7
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",27,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",28,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",29,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",30,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",31,2
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",32,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",33,1
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",34,4
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",35,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",36,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",37,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",38,2
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",39,2
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",40,4
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",41,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",42,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",43,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",44,8
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",45,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",46,0
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",47,2
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",48,4
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",49,2
"2020-11-05T00:00","SSB01","CP","S_C_2020-11-05",50,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",1,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",2,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",3,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",4,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",5,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",6,1
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",7,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",8,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",9,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",10,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",11,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",12,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",13,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",14,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",15,5
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",16,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",17,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",18,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",19,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",20,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",21,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",22,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",23,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",24,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",25,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",26,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",27,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",28,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",29,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",30,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",31,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",32,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",33,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",34,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",35,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",36,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",37,3
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",38,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",39,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",40,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",41,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",42,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",43,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",44,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",45,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",46,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",47,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",48,0
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",49,1
"2020-11-05T00:00","M. gaditana","CP","M_C_2020-11-05",50,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",1,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",2,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",3,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",4,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",5,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",6,1
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",7,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",8,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",9,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",10,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",11,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",12,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",13,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",14,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",15,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",16,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",17,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",18,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",19,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",20,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",21,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",22,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",23,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",24,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",25,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",26,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",27,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",28,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",29,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",30,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",31,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",32,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",33,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",34,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",35,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",36,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",37,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",38,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",39,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",40,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",41,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",42,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",43,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",44,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",45,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",46,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",47,0
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",48,1
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",49,7
"2020-11-05T00:00","N. oculata","CP","N_C_2020-11-05",50,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",1,7
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",2,2
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",3,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",4,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",5,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",6,2
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",7,1
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",8,10
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",9,6
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",10,1
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",11,3
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",12,13
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",13,6
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",14,7
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",15,2
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",16,5
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",17,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",18,2
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",19,3
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",20,3
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",21,6
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",22,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",23,4
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",24,1
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",25,3
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",26,5
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",27,1
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",28,1
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",29,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",30,2
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",31,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",32,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",33,7
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",34,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",35,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",36,13
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",37,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",38,0
"2020-11-05T00:00","C. velia","CP","C_C_2020-11-05",39,0
